id;nome;nazione;citta;indirizzo;latitudine;longitudine;prezzoMedio;takeAway;booking;tipoCucina;descrizione;servizi;recensioniIDs
375;Stearne;China;Taiyang;57 Kings Way;28.2281301;112.9884237;94;false;false;Russia;36246057191287946667176562084462379417371289486270813666238380423915675267263183 52708766924362422984148;65676230295832232803265138144943347009392342202850153732001088751716492404158249 25024235273796366059073;
376;Tabbie;Indonesia;Kedatuan;05 Hanover Avenue;-5.1504958;105.1054308;52;true;false;Philippines;30812593865389076797544220233750625001133962174880863278405110048415496122214688 34881797432971024792962;54418632179905658441994840406839396304776531043854752587791423060196434431126220 87994639238388940964255;
377;Florie;Brazil;Rio de Janeiro;3653 David Circle;-22.9841765;-43.2209394;12;true;true;Yemen;37207183289951638014406193197177014112482553370542476617274149183746784270558876 23672206555164526754077;24981920324705890859883790593342365895494943398779409609132818268827294644446255 87597786231815221564161;
378;Caroline;Russia;Vysotsk;04973 Lotheville Avenue;60.6251856;28.568911;55;false;false;Colombia;98889802404125134771811515437797714812325788072437965594390527652413511560601201 58119820852914493866326;60392069735451437309546049107907868488005310359929266918512008296354948928903931 19940864058742080739049;
379;Karisa;Philippines;Kawayan;2 Meadow Valley Way;14.7569624;121.0774147;58;false;false;Portugal;03603767366588479437663973448818078217875487463646846519711485140852351503854041 09276284689348458472549;80477064914286446051043501135773833627553858021837273850694290290507853877955596 42689419863772516346066;
380;Peadar;Saint Kitts and Nevis;Basseterre;41512 Forest Run Trail;17.3026058;-62.7176924;38;false;false;Philippines;88076882713804790840316341851682038950661976890959448020691517606833250940041646 60042318098554931006206;71921290889582700878508589171474064295036871798011250180599854018784632116851940 46928948137416173178355;
381;Elwira;Indonesia;Nularan;114 Chive Avenue;-9.4954726;125.0265256;30;false;false;Poland;36331984793441973338332515225366164314311073302312493883384421333141843334249485 95456666763954233280171;99694561272189390971767409201833398735630570967105680576585449320345896515731124 55856158250822835643074;
382;Reinhold;Brazil;Alvarães;0 Sundown Street;-3.7751449;-65.3807101;46;false;false;Vietnam;93570391599465229948726873030947420722988923249078353834094296667507356363100795 37504402171423902024352;26211914898006056054981705778489520116403177002716434960622657220384689781010521 66852662050582072771916;
383;Brodie;United Kingdom;Preston;50 Montana Way;53.763201;-2.70309;77;true;true;Poland;82783832011504629465257443100816085589751238731512546405486961530798264037112323 80237403275277652087936;00897911884834603560806169776425270288806363443232473046322254436921909910136307 45181909947047986484424;
384;Yancy;China;Puning;087 Chive Avenue;23.297493;116.165777;99;true;true;Estonia;03223205761461122097319469148766132648048276281876122378314339460485121252006471 90439632390218890027684;16621620880150199646132088891328532488418389229360808918421066749712787618593310 80161141582700754177075;
385;Krisha;Israel;Hod HaSharon;87 Sommers Pass;32.149961;34.8838788;71;true;false;Croatia;76608426523616083411304389625566515839659465484049955853995525019618310810442229 21349863916759945110650;54201481562052435133949614538656228833725284222960634312959890405891380540530675 13899835147255476405461;
386;Edin;Russia;Saransk;782 Surrey Street;54.1308809;45.2613033;99;true;true;Nigeria;71021868422065076869096876597608855256932466747436839999594583020777584641291081 76011479917512710506639;51343902480362404766640879811432307714201489637885194787658550157769849381967052 64862282011563025496770;
387;Chiarra;Indonesia;Bunut;9 Nobel Way;0.2561666;102.1175404;1;false;true;China;90503927913365396788340827424992918409653790269043421104798053392538305193588960 08354330452959751624638;90274051196917232449603754960838159199388800318209208115978163505550527981897511 89271615598009266936635;
388;Rolfe;Czech Republic;Bohumín;232 Steensland Place;49.7719889;18.4323316;47;true;false;France;95739396263513620436340744878729361620879776209595826620799663418023047580566057 89324348183870497622174;85052784548284634684978347822021473290707774759872426067179062745658408140382060 41070223572551621234064;
389;Rana;Ireland;Ashford;7 Oak Circle;53.385304;-6.3828795;57;false;true;Mauritius;71387175029882292441421384092172667023235469097422625016500238375083814608408052 25895878740051251739868;81838393799478591165322237775622176871590839532770700291758744612392495111017114 18818956898541394268328;
390;Massimiliano;Japan;Katsuura;6193 Maryland Circle;33.8431758;130.4835307;15;false;true;Colombia;07820179675497578243593866740798518288809735590777238240223994321901336312043748 71721129324659844971477;29550437463790746191892976147510224348071141818622354783849201134565761803185875 50687408567129310660539;
391;Jennifer;Marshall Islands;Airuk;261 Ludington Terrace;7.068209;171.281541;86;true;false;Japan;13780757566081009129807680207517545879137301801899692635688755615687011330384210 20845618395983803918833;85197520582271048672572919487993798148267673171953105775022357081859927972844506 50439088369137499855317;
392;Fleurette;Canada;Nanaimo;03 Melrose Pass;49.1879411;-124.0025429;18;false;false;Tanzania;21801931890875385781977685253981056082113863291105386887948536504940732084913606 96168936505750079219420;93571234051734899518455986836109743161703989988906882824474466738336067955790185 25786623409493728243721;
393;Deana;Indonesia;Bentar;9136 Kim Plaza;-7.1501862;108.8105899;37;false;false;Vietnam;91865741200308257130860758840764985450861534906649047642276520145681220808037611 31298066388941228772314;43884493359728677365730402539017941314444706636275722232957123499449624989819730 35889998788016269059340;
394;Land;China;Puyang;0618 Kings Center;35.761829;115.029215;22;true;false;China;54144909892321192454586511632964155281364361787148077357654228761093892010737446 74725214980350297967282;47943956230422366463935219172191285872430277986242403592484345788255454219866906 18394044857728801067452;
395;Brett;Brazil;Nilópolis;925 Springview Plaza;-22.8590499;-43.4056016;48;false;false;China;29341088478850058904985546056844003049620249050056817891739090620758191932286322 01025424319897145920600;05316307088395899421001088222643348137553083568344085113993803756359969470561208 32031748634072740982100;
396;Winne;France;Cholet;6 Steensland Street;47.0615944;-0.8816138;65;true;true;Brazil;62356977225621640901620013985529273088552728316009000484001929993318538677008769 46052917458122959544475;38639647217197775222380813792305199267943455448682682038659439166143307006446036 57380396019112242932691;
397;Pamella;Indonesia;Oenopu;224 Homewood Terrace;-6.2315975;106.8213934;83;false;false;Indonesia;27015181727556121105813644473340922185045932901734461288536400928174751815404499 71610273207478496554497;36639602262755817042740265841470458424569146601304896220470372426805091780413275 41915992416400453082930;
398;Leta;France;Cergy-Pontoise;22 Heffernan Court;49.039076;2.074954;10;true;false;China;85143829356782434304719053932082649865229003620628721759079160196779171873491246 62608992083565330609120;09645994387541703497991405725088756509919911760718666161282167206932097209408757 32882627646866630901433;
399;Kasey;Indonesia;Keles Timur;072 Walton Circle;-6.91253;113.75089;21;true;false;Indonesia;97297470520897749400995793476931063394115575781707690209867380161599638795751974 65595905117733685132803;13443234295991669789216828153101901313737351160953521985961812336309359750497866 03067131923266066406518;
400;Basil;Sweden;Stockholm;4 Katie Avenue;59.31257;18.0626161;41;true;false;Peru;24350174111648704497664665680695912165650248631898406810289171992731853272889087 77185879983567932360569;16854318142413429420277042276257890981583539351010582056667611403718331565989106 81065344083681698412346;
401;Eddi;Macedonia;Delcevo;07 Doe Crossing Place;41.96571;22.7708273;92;false;false;Philippines;13993201792118169961303320887206200164486838888929094225842620088282469192806788 24990296435183373553707;07535484239066668505455851863955691059411476541290346371918908952684685128192924 35080588701533030086005;
402;Zebulon;France;Bordeaux;28 Colorado Parkway;44.8501354;-0.5702805;95;false;true;China;95713678001432388028283091054097875591398252956106669759993429828855555689194382 11885024472862262156595;96941621663214656701827786438003924089993105963707766220879207855112348081833135 89140520548958309831285;
403;Pattie;Belarus;Lyntupy;4 Sachs Alley;55.0500502;26.313132;99;true;false;China;94244607668919640718525585770326411884854622900875104162745537691115067787196376 06148987623520002853582;34787209571624659961838539547097552107342637320463804514881684987306142897581558 64980906394090870167263;
404;Cherise;Indonesia;Banjar Tibubiyu Kaja;3 Ludington Terrace;-8.5588;115.0498;84;false;true;Brazil;36997380593031379633544599287004026667661772504053502275976021801030619111790408 40770511525009711218830;84429493750859994248492621296672902316062198029384447344083353448689631344235212 35412022437910074372515;
405;Waite;Poland;Skrzydlna;14 Bunker Hill Court;49.7524226;20.1868688;80;false;true;Brazil;37771529080659667405940463807559301559628026612415985186475668344466417950781155 24482135649636130242744;36218905793495011526702722893322683396683006793408155799462212563386615558928395 74110204910111424451927;
406;Saloma;Indonesia;Pancalan;03 Prairieview Place;-7.571318;107.810755;40;false;true;China;86679154788129639054127947028992638059907248695182402811710109520209714397738513 20689934474760714285886;00491752883261660237791809472224211541943340261875445840927377231065970302569855 15402868200418182505102;
407;Bank;Colombia;Tumaco;2952 Clyde Gallagher Crossing;2.2763077;-78.5887951;18;true;true;Finland;92345124046443778070499578627503824835423341435914498657527172226160894309399208 41352280112314907147796;40436612496752632187862400637200688954234668039494414430444798152152208223453972 45227457630398754819572;
408;Alejandro;China;Yuanmou;63702 Westport Way;25.704338;101.87452;61;true;true;China;90097453131455683793079664304214744574303885585864551094930879138986692640098218 84354613334716456838357;25050798373878656758584167462460481082999986993665212242044965632788191418064736 47034692965323840909945;
409;Michele;China;Xishanzui;4 Mendota Lane;40.634244;108.893327;57;true;false;Canada;06265509517366159761416797842567663520983541886571939646430090418141553893911153 34606641885165567182862;29344822750341759605984491422062709012075556496285567517612067314338665315432591 09922639990467180399157;
410;Josefa;France;Hénin-Beaumont;5280 Delladonna Point;50.3171905;2.801236;89;false;true;China;41182160432034794072091898683615883430595984406359021348484067372258986033005614 22925650555143684447867;62699191779918872452670794832168286693288437397764985927701869003672945728299741 57688594815209029502044;
411;Clemmy;Portugal;Alcabideche;23212 Homewood Trail;38.7285284;-9.4069248;64;false;true;Brazil;74857533562484982932504384610551071047642186045808081437921946088859246382777785 94303080694537084488058;23697258429208341581727709464713926711054409548825953489087823636146313487060759 32065003811692734632634;
412;Creigh;Finland;Noormarkku;9 Nova Trail;61.5003351;21.8474164;53;true;true;Zimbabwe;75660766208551738917572785798515057441544826810329223404148043668667794222251851 11339990398506188157649;87775317929433387969221102852179021757050353842790264667938730103040395174563798 95334414934752283385669;
413;Doyle;China;Hongtian;07 Delladonna Junction;22.7100789;113.8547735;79;false;true;Honduras;18496093013332975961587133801861015619672414033481593878693185925561752964420278 08569047355442015946613;78207576995729198477848095838447380037232616192508500443405711421729821318558256 85638304152323667946797;
