Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Vascello d'Oro,"via San Giuseppe 9, Carrù, 12061","Carrù",€,"Piedmontese, Traditional Cuisine",7.8784919,44.4796072,+39017375478,https://guide.michelin.com/en/piemonte/carru/restaurant/vascello-d-oro,https://www.vascellodoro.it,Bib Gourmand,0,Air conditioning,"In business since 1887, this restaurant with warm traditional decor is situated in the town famous for bue grasso (“fat ox”), which you’ll find on the menu here from November to Easter. Enjoy typical, popular dishes from the Piedmont, such as meat and vegetable filled ravioli, finanziera stew, fried dishes, Russian salad and, of course, the famous boiled meats, all skilfully prepared in the traditional way. Desserts such as hazelnut cake and bonet provide a final flourish for the tastebuds."
Romanè,"via Cipro 106, Rome, 00136","Rome",€,"Roman, Cuisine from Lazio",12.4451294,41.9058387,+393407845281,https://guide.michelin.com/en/lazio/roma/restaurant/romane,https://www.romaneviacipro106.it/,Bib Gourmand,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","Situated close to the Vatican, this is one of the best trattorias in Rome, with simple decor and just one, usually very busy, dining room (booking ahead is recommended), as well as delicious cuisine from Lazio. Dishes include artichokes (both Roman- and Jewish-style), pasta with rich local sauces, offal specialities (“quinto quarto”), and delicious roast meats among the main courses. For dessert, we recommend the chocolate “tenerina” cake or the ricotta with sour cherries."
Osteria del Miglio 2.10,"via Patrioti 2, Pieve San Giacomo, 26035","Pieve San Giacomo",€,"Lombardian, Traditional Cuisine",10.18788,45.13071,+3903721664229,https://guide.michelin.com/en/lombardia/pieve-san-giacomo/restaurant/osteria-del-miglio-2-10,,Bib Gourmand,0,"Air conditioning,Car park,Wheelchair access","Although the town may not be of major importance, the cuisine served at this modern restaurant (with a convenient car park) certainly is! Focusing on traditional local recipes and using seasonal ingredients, the carefully prepared dishes are both generous and full of flavour. Fair prices complete the picture and make this a restaurant a must."
Osteria Bartolini,"piazza Malpighi 16, Bologna, 40123","Bologna",€,Seafood,11.3364404,44.4939376,+39051262192,https://guide.michelin.com/en/emilia-romagna/bologna/restaurant/osteria-bartolini,https://www.osteriabartolinibologna.com/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","The entrance to this restaurant has an almost aristocratic feel thanks to its location in a beautiful palazzo with an attractive outdoor space for summer dining. Fish and seafood take centre stage at the Osteria Bartolini – peruse the menu for the à la carte but don’t forget to consult the interesting daily specials online via the QR code (the catch of the day is supplied by fishermen from Milano Marittima and Cervia). Don’t miss the different versions of Adriatic fritto misto (fried fish), all of which are interesting and full of flavour."
Antichi Sapori,"piazza Sant'Isidoro 10, Montegrosso, 76123","Montegrosso",€€,Apulian,16.1411084,41.1722059,+390883569529,https://guide.michelin.com/en/puglia/montegrosso/restaurant/antichi-sapori,https://www.pietrozito.it/,Bib Gourmand,0,"Air conditioning,Wheelchair access","For the past thirty years, this fine restaurant with a charming and beautifully kept dining room has been serving regional dishes from the Murge, all prepared using top-quality ingredients. The desserts, in particular, are truly delicious and not to be missed. Given the restaurant’s popularity in the region, booking is highly recommended."
Da Alighiero,"via Garibaldi 8, Anghiari, 52031","Anghiari",€,Tuscan,12.05549,43.54092,+390575788040,https://guide.michelin.com/en/toscana/anghiari/restaurant/da-alighiero,https://www.ristorantealighiero.it,Bib Gourmand,0,Air conditioning,"Hidden in the picturesque centre of Anghiari (famous for the battle with which it shares a name), Da Alighiero serves delicious cuisine prepared by chef Silvia. Highlights include bringoli (an elongated local variety of egg pasta) served with a meat ragu or mushrooms in season, as well as the region’s typical meat dishes, such as tripe in a spicy red sauce and pan-fried liver with sage and white wine."
Namo Ristobottega,"via Giovan Battista Marzi 1, Tarquinia, 01016","Tarquinia",€€,"Seasonal Cuisine, Farm to table",11.7555304,42.2506881,+390766731637,https://guide.michelin.com/en/lazio/tarquinia/restaurant/namo-ristobottega,http://www.namoristobottega.it,Bib Gourmand,0,"Air conditioning,Terrace","This simple, tiny restaurant stands just outside the walls of Tarquinia, barely a kilometre from the splendid necropolis of Monterozzi (UNESCO World Heritage Site). The female owner-chef pays tribute to the Viterbo region with her imaginative use of seasonal ingredients in light dishes which are full of flavour, while the à la carte demonstrates a wide use of vegetables. The outdoor space offers views extending as far as the coast."
Laghetto,"rue Trois Villages 291, Brusson, 11022","Brusson",€€,"Cuisine from the Aosta Valley, Italian",7.7213729,45.7609563,+390125300179,https://guide.michelin.com/en/valle-d-aosta/brusson/restaurant/laghetto,https://www.hotellaghetto.it/it/ristorante.php,Bib Gourmand,0,"Car park,Garden or park,Great view,Terrace,Wheelchair access","If you’re not already in the area, on exiting the motorway drive up the Val d’Ayas to reach the delightful village of Brusson at an altitude of 1 300m. Here, in the typical mountain-style dining rooms of the Laghetto hotel-restaurant, enjoy delicious local specialities such as cured meats, cheeses, polenta, trout, and plenty of meat options."
Magnagallo,"via Magnagallo Est 7, Campogalliano, 41011","Campogalliano",€,"Emilian, Traditional Cuisine",10.8520227,44.6775617,+39059528751,https://guide.michelin.com/en/emilia-romagna/campogalliano/restaurant/magnagallo,https://www.magnagallo-hotel.com/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access","This restaurant decorated in typical local style welcomes guests with a mouthwatering display of cakes. But before you move on to dessert, enjoy local specialities such as tortellini in a capon broth and Emilian-style “fritto misto”. The classic accompaniment to a traditional meal in Modena is an excellent Lambrusco – we enjoyed a fresh Reggiano full of intense flavours."
Aciniello,"via Torino 4, Campobasso, 86100","Campobasso",€,Traditional Cuisine,14.6568008,41.5597957,+393285585484,https://guide.michelin.com/en/molise/campobasso/restaurant/aciniello,http://www.ristoranteaciniello.com,Bib Gourmand,0,"Air conditioning,Terrace","A simple, authentic trattoria with a family atmosphere and two small dining rooms. One is quieter than the other with bright colours and tables arranged close together. The restaurant’s popularity with locals and the friendly nature of the owners give it a lively atmosphere. Regional specialities on the menu."
Osteria Expanificio,"piazza Sinatra 16, Agrigento, 92100","Agrigento",€,"Sicilian, Traditional Cuisine",13.5763684,37.3108491,+390922595399,https://guide.michelin.com/en/sicilia/agrigento/restaurant/osteria-expanificio,http://www.osteriaexpanificio.it,Bib Gourmand,0,Terrace,"Situated in the historic centre between the Pirandello theatre and the belvedere, this former bakery has been transformed into a modern, welcoming restaurant, with models of bread and rolls on the walls recalling its previous life. The menu features a selection of some of the island’s most famous dishes, including stuffed sardines, Robiola goat’s cheese ravioli, caponata and “involtino alla Siciliana” (Sicilian veal rolls)."
Osteria Magona,"Località Vallone dei Messi 199, SP 16/b km 2,400, Bolgheri, 57020","Bolgheri",€,"Tuscan, Meats and Grills",10.611003,43.2187801,+390565762173,https://guide.michelin.com/en/toscana/bolgheri/restaurant/osteria-magona,https://www.osteriamagona.com/,Bib Gourmand,0,"Air conditioning,Car park,Terrace,Wheelchair access","You are certain to fall for the charm of this rural restaurant, whose excellent value for money attracts food - lovers from far and wide. Situated among olive groves and vineyards, the Osteria Magona serves a whole host of meat specialities with tartare, beef delicacies and roast dishes all featuring on the menu."
Locanda del Barone,"Località San Vittorino, Caramanico Terme, 65023","Caramanico Terme",€,Cuisine from Abruzzo,13.9941646,42.1438896,+3908592584,https://guide.michelin.com/en/abruzzo/caramanico-terme/restaurant/locanda-del-barone,https://www.locandadelbarone.it/,Bib Gourmand,0,"Air conditioning,Terrace,Wheelchair access","Situated in a district of Caramanico, this typical stone house is home to an attractive restaurant that is the perfect choice for anyone keen on typical Abruzzo specialities. Prepared from regional ingredients, the dishes are delicious and substantial."
Ai Burattini,"via Madaschi 45, Adrara San Martino, 24060","Adrara San Martino",€€,Country cooking,9.9481459,45.6996073,+39035933433,https://guide.michelin.com/en/lombardia/adrara-san-martino/restaurant/ai-burattini,https://www.aiburattini.it,Bib Gourmand,0,"Air conditioning,Terrace","This restaurant just a few kilometres from Lake Iseo is one of the best addresses in the region for local cuisine, featuring fish from the lake and local meat dishes. One meal here is not enough given all the tempting dishes on the menu, including Bergamo-style mutton, dried sardines and trout from the lake, meatballs, home-made casoncelli (stuffed pasta) and the delicious baked rabbit served with Rovetta polenta. As well as the desserts, there’s also a good selection of local cheeses."
Locanda Mariella,"località Fragnolo 29, Calestano, 43030","Calestano",€€,"Emilian, Modern Cuisine",10.158748,44.586742,+39052552102,https://guide.michelin.com/en/emilia-romagna/calestano/restaurant/locanda-mariella,http://locandamariella.it,Bib Gourmand,0,"Car park,Terrace","You need to book at least 24hrs in advance at this restaurant by sending an email and your choice of the three menus on offer (traditional, meat or fish). This long-established, legendary restaurant is one of the best trattorias in the province, if not the region. Still run by the same family, it has been delighting guests in this corner of the Apennines since the 1960s."
Da Pode,"località Sovestro 63, San Gimignano, 53037","San Gimignano",€€,"Tuscan, Traditional Cuisine",11.0596245,43.4598625,+390577943153,https://guide.michelin.com/en/toscana/san-gimignano/restaurant/da-pode,https://www.dapode.com/,Bib Gourmand,0,"Air conditioning,Car park,Garden or park,Terrace,Wheelchair access","This restaurant occupies an old far that has retained some of the architectural features typical of its rural past. It serves delicious Tuscan cuisine prepared by Signora Lucia. If you are on a diet, beware!"
Battaglino,"piazza Roma 18, Bra, 12042","Bra",€,"Piedmontese, Traditional Cuisine",7.8505723,44.6937542,+390172412509,https://guide.michelin.com/en/piemonte/bra/restaurant/battaglino,https://ristorantebattaglino.it/,Bib Gourmand,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace",This restaurant run by an enthusiastic and friendly family (now joined by the fourth generation) has been serving traditional Piedmontese cuisine since 1919. The outdoor dining space is particularly charming when the wisteria is in bloom.
